gene	Apical progenitors	Astrocytes	CThPN	Cajal Retzius cells	Cycling glial cells	DL CPN	DL_CPN_1	DL_CPN_2	Doublet	Endothelial cells	Ependymocytes	Immature neurons	Intermediate progenitors	Interneurons	Layer 4	Layer 6b	Low quality cells	Microglia	Migrating neurons	NP	Oligodendrocytes	Pericytes	Red blood cells	SCPN	UL CPN	VLMC
Nol4	0.0		1.0			1.0			1.0			1.0				1.0				1.0			0.0			0.0
Plpp4	0.0		0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Arl8a	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0			1.0	1.0	1.0		0.0	1.0	1.0	
Kcna4	0.0	0.0			0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0
Ttpa	0.0	1.0	0.0	0.0		0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ccne1	1.0		0.0			0.0		0.0			0.0	0.0			0.0				0.0	0.0				0.0	0.0	
Tmem218																										
Snap25	0.0		1.0	1.0		1.0	1.0	1.0	1.0		0.0	1.0		1.0	1.0	1.0				1.0			0.0	1.0	1.0	
Fstl5	0.0	1.0						0.0					0.0		0.0			0.0	0.0	0.0		0.0	0.0			0.0
Naprt	0.0	1.0	0.0			0.0	0.0			0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0
AI464131	0.0	1.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dhrs3	0.0	1.0	0.0									0.0		0.0	1.0		0.0				0.0	0.0	0.0	0.0	1.0	0.0
Sik1	0.0	0.0	1.0		0.0						0.0		0.0				0.0	0.0			0.0		0.0	1.0		
Pfkfb2	0.0	0.0										0.0	0.0				0.0	0.0	0.0	0.0			0.0			0.0
Tmem205	0.0	1.0	1.0			1.0	1.0	1.0				1.0			1.0	1.0				1.0				1.0	1.0	
Msantd3									1.0		1.0												0.0			
Ccdc39										0.0							0.0	0.0				0.0	0.0			0.0
Gdap2																										
Bop1	1.0		1.0			1.0	1.0	1.0	1.0			1.0			1.0	1.0			1.0	1.0				1.0	1.0	
Foxred2										0.0							0.0	0.0				0.0	0.0			0.0
6430573F11Rik		0.0	0.0									0.0	0.0			0.0	0.0	0.0	0.0				0.0	1.0		0.0
Fgf15		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pnpla8		1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0				1.0	1.0	
Igdcc3	1.0	0.0	0.0			0.0		0.0			0.0	0.0		0.0	0.0		0.0	0.0		0.0			0.0	0.0	0.0	1.0
Pmpca	1.0	1.0			1.0	1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0			1.0					1.0	1.0	
Erlec1	0.0	1.0	0.0			0.0		1.0			1.0	0.0	0.0		0.0				0.0	0.0				0.0	0.0	
Bicd1							1.0	1.0	1.0							1.0							0.0			
Ccp110																										
Sco2							1.0																			
Syt7	0.0	0.0	1.0			1.0	1.0	1.0			0.0		0.0		1.0	1.0				1.0			0.0			0.0
Hist1h1e	1.0		0.0			0.0						0.0			0.0				0.0	0.0				0.0	0.0	0.0
Arsa	0.0	0.0	0.0									0.0	0.0				0.0		0.0	0.0		0.0	0.0	0.0		
Drd1	0.0	0.0	1.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Drc1	0.0	0.0			0.0					0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nek7	1.0	1.0	0.0			0.0	0.0	0.0				0.0			0.0	0.0			0.0	0.0				0.0	0.0	
Vrk1	1.0		0.0		1.0	0.0			1.0			1.0	1.0		0.0				1.0	0.0					0.0	
Pus7																										
Nsdhl		1.0				1.0	1.0	1.0							1.0	1.0			0.0						1.0	
Tsix		0.0	1.0			1.0						0.0	1.0						1.0	1.0				1.0	1.0	
Rhbdf1		1.0	0.0			0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1.0		0.0	0.0	
Kcnh1	0.0	0.0	0.0		0.0		1.0			0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sap130																	0.0						0.0			
1700008J07Rik																										
Rusc2	0.0	0.0	1.0			1.0	1.0	1.0				1.0	0.0		1.0	1.0				1.0			0.0	1.0	1.0	
Gm9844	0.0	0.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0			1.0	1.0		1.0		1.0	1.0	
Soat1																	0.0						0.0			
Pcgf3																										
Mthfd2							1.0																			
Ptchd2	0.0	0.0	0.0			0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Atp1a2		1.0	0.0	0.0	1.0	0.0		0.0		1.0	1.0	0.0	0.0	0.0	0.0				0.0	0.0	1.0	1.0	0.0	0.0	0.0	
Spin2c										0.0								0.0					0.0			
Stx1a	0.0		1.0			1.0	1.0	1.0					0.0		1.0	1.0				1.0			0.0	1.0	1.0	
Ubac2	1.0	1.0				0.0			1.0												1.0					
Rec8	0.0	0.0			0.0	0.0	0.0	0.0					0.0	0.0	0.0		0.0	0.0	1.0		0.0	0.0	0.0		0.0	0.0
Arhgef1																						1.0				
Ptprn2	0.0	0.0			0.0			1.0		0.0	0.0		0.0		1.0				0.0			0.0	0.0		1.0	0.0
Phkb																										
Cep120																										
Synpo	0.0	0.0	0.0	0.0	0.0								0.0	0.0	1.0		0.0	0.0	0.0		0.0		0.0		0.0	
Lsm14a	1.0	1.0	0.0		1.0	0.0	1.0		1.0				1.0		0.0	1.0				0.0	1.0	1.0		0.0	0.0	1.0
Sall3		1.0	0.0	0.0	1.0	0.0	0.0	0.0				0.0			0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Slc16a1																										
Jam3	1.0	1.0							1.0		1.0		1.0		0.0						1.0	1.0		0.0	0.0	
Plgrkt		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	
Esr1	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cks2	1.0		0.0		1.0	0.0			1.0				1.0		0.0			1.0		0.0			1.0	0.0	0.0	1.0
Alyref	1.0		1.0	1.0					1.0			1.0	1.0		0.0	1.0	1.0		1.0	0.0		1.0		1.0		
Per1																	0.0						0.0			
Wnt7a	1.0	1.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0			0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Pusl1	1.0	1.0	1.0			1.0	1.0	1.0				1.0	0.0		1.0	1.0				1.0				1.0	1.0	
Qser1																										
Chsy1																										
Hells	1.0		0.0		1.0	0.0		0.0				0.0			0.0				0.0	0.0				0.0	0.0	
Irf3																										
Loxl2	1.0	0.0	0.0			0.0						0.0	0.0		0.0		0.0		0.0					0.0	0.0	
Plch2	0.0	0.0	0.0		0.0					0.0	0.0	1.0					0.0	0.0			0.0	0.0	0.0			0.0
Zkscan14								0.0									0.0									0.0
Serpinb6a							1.0	1.0														1.0				
Chga	0.0		1.0			1.0	1.0	1.0	1.0	0.0		1.0			1.0	1.0			1.0	1.0			0.0		1.0	0.0
Ube4b		0.0					1.0		1.0							1.0				1.0				1.0		
Hist1h2ap					1.0		0.0	0.0																		
Fam45a																										
Pola1							0.0																			
Pcdh10	0.0	1.0	0.0								1.0	0.0	0.0					0.0	0.0		1.0		0.0	0.0	0.0	
Kctd12	0.0	0.0	1.0										0.0					1.0	0.0	1.0			0.0	1.0		
Pla2g4e	0.0	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	1.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0
Dtd1		0.0	1.0			1.0	1.0	1.0	1.0				0.0		1.0	1.0			0.0	1.0	1.0			1.0		
Ntsr1	0.0	0.0	1.0	0.0	0.0						0.0		0.0	0.0	1.0			0.0	0.0	0.0		0.0	0.0			0.0
Bmp2k																	0.0	1.0					1.0			
Idh2	1.0	1.0			1.0	1.0			1.0	1.0	1.0		1.0					1.0	1.0		1.0	1.0			1.0	1.0
Kcnt2	0.0	0.0	0.0		0.0	0.0				0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	
Atp1b1	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	0.0	1.0	1.0	1.0				1.0			0.0	1.0	1.0	0.0
Gm26825								0.0			0.0						0.0									
Acox1	0.0	1.0				0.0	1.0						0.0						0.0						0.0	
Herc3																							0.0			0.0
Gla		0.0	0.0			0.0						0.0	0.0		0.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0	
Tns3		1.0	0.0	0.0		0.0	0.0	0.0				0.0		0.0	0.0	0.0	0.0		0.0	0.0		1.0	0.0	0.0	0.0	
Emc1																1.0										
Itfg1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0				1.0	1.0	1.0		1.0	1.0	
Azin2																	0.0	0.0					0.0			
Itih3	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam161b										0.0							0.0	0.0				0.0	0.0			0.0
Tgfb1i1	0.0	1.0	1.0			1.0	1.0						0.0		1.0		0.0		0.0			1.0		1.0		
Alkbh5	1.0	1.0	0.0			0.0							1.0		0.0									0.0		
Rgs20		1.0				0.0						0.0			0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Rubcn																							0.0			
Palm2	0.0	0.0	0.0		0.0	0.0				0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Klhdc8a	0.0		0.0	1.0			1.0			0.0			0.0	0.0	1.0		0.0	0.0			0.0	0.0	0.0	0.0		0.0
Acvr2a																							0.0			
Map4k1	0.0	0.0				1.0	1.0				0.0	1.0	0.0		1.0				0.0						1.0	
Sez6l	0.0							1.0			0.0	1.0	0.0		1.0	1.0		0.0		1.0		0.0	0.0	1.0	1.0	0.0
Wbp1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	
C330007P06Rik																										
Fam69b			1.0	1.0		1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0			1.0	1.0	1.0			1.0	1.0	
Vgf	0.0	0.0			0.0	1.0					0.0	0.0	0.0		1.0	1.0		0.0	0.0			0.0	0.0	1.0	1.0	0.0
Bcl6b	0.0	0.0	1.0			1.0							0.0	0.0	1.0			0.0	0.0					1.0		0.0
Cntrl																										
Tril		1.0	0.0	0.0		0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0		0.0	0.0	0.0	1.0
Prdx6	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0
Rasip1	0.0	0.0	1.0			1.0	1.0	1.0		1.0			0.0		1.0			0.0	0.0				0.0		1.0	
Mogs																	0.0									
Pcbd1											1.0												0.0			
Egfl6	0.0	0.0	1.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0	
Hfm1	0.0	0.0	0.0			0.0	0.0			0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0			0.0	0.0		0.0
Saal1																										
Taf13	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0				1.0		1.0		1.0		
Uvrag																										
Parva		1.0	0.0			0.0						0.0			0.0			0.0	0.0	0.0			0.0	0.0	0.0	
Coq2	1.0						1.0	1.0	1.0						1.0	1.0			0.0							
Ugdh					1.0				1.0												1.0					
Pde4d											1.0					1.0						1.0				
2310068J16Rik		0.0	0.0		0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rab28	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0								1.0					
Tcf15	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0	0.0	0.0		0.0			0.0	0.0	0.0	
Pde1c	0.0	0.0				0.0	0.0	0.0			0.0		1.0		0.0		0.0	0.0	1.0				0.0		0.0	0.0
Lgals3	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem25	0.0	0.0	0.0		0.0	0.0				0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Klc4																										
Emp1	0.0		0.0	0.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	
Zeb2	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0		1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	
Rnf152	0.0	0.0											0.0					0.0	0.0	1.0			0.0			0.0
Tmem127							1.0																0.0			
Vegfc	1.0	0.0	0.0	0.0		0.0						0.0	0.0				0.0	0.0	0.0	0.0			0.0	0.0		
Tcf7l1	1.0		0.0	0.0		0.0	0.0	0.0				0.0		0.0	0.0	0.0		0.0	0.0	0.0				0.0	0.0	
Numa1																										
Nrxn1	0.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0			1.0			1.0	1.0				1.0	1.0		0.0	1.0	1.0	
Idi1	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0			1.0	1.0			0.0	1.0	1.0			1.0	1.0	
Gabpa																										
Rhbdd3																										
AF529169	0.0		0.0	0.0		0.0				0.0		0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyb5d2	0.0		0.0			0.0						0.0	0.0		0.0		0.0		0.0	0.0			0.0	0.0	0.0	0.0
C77370	0.0	0.0	1.0			1.0	1.0	1.0				1.0	0.0		1.0	1.0				1.0			0.0	1.0	1.0	0.0
Calcoco1																		0.0								
Pcdh8	0.0	1.0	0.0									1.0	0.0						1.0	0.0			0.0		1.0	0.0
Rnf219																							0.0			
Tarbp2			1.0			1.0	1.0	1.0	1.0			1.0			1.0	1.0			1.0	1.0				1.0	1.0	
Fam163b	0.0	0.0	1.0		0.0	1.0				0.0	0.0		0.0		1.0	1.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0
Mcmbp	1.0	1.0			1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	
Sun2								0.0			0.0															
B230334C09Rik	0.0		1.0			1.0	1.0	1.0		0.0	0.0	1.0	0.0		1.0	1.0				1.0			0.0	1.0	1.0	
B3galnt2																		0.0								
Mgat4b																1.0										
Polr1e											0.0															
Fam188a	0.0	0.0	0.0				1.0	1.0	1.0				0.0		1.0	1.0										
Bbs7																										
Iqcj	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0
Uckl1																										
Gli1	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syne4		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Acy1																							0.0			
Hsdl1	0.0	0.0	1.0	1.0		1.0	1.0	1.0	1.0			1.0	0.0		1.0	1.0				1.0				1.0	1.0	
Fkbp11			0.0			0.0						0.0	0.0	0.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	
D10Wsu102e																										
Hyls1							0.0	0.0																		
Snx33		0.0	0.0	0.0		0.0	0.0	0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	
Schip1.1																						0.0	0.0			0.0
Plcb3		1.0	0.0			0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0	
Wdpcp																							0.0			
Magt1	1.0	1.0	0.0			0.0						0.0			0.0				0.0	0.0		1.0		0.0	0.0	
Piga								0.0																		
Dopey1																										
Cep95							0.0										0.0						0.0			
Tbc1d22a																	0.0									
Lef1	1.0		0.0			0.0	0.0	0.0		1.0	0.0			0.0	0.0	0.0		0.0		0.0				0.0	0.0	
Ptpn21		0.0	0.0			0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Dsel																	0.0						0.0			
Parp8	0.0	1.0	1.0										0.0		1.0		0.0		0.0				0.0	1.0	1.0	
Ctso		1.0	0.0			0.0		0.0			1.0	0.0		0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0	0.0
Pak1ip1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0			1.0			1.0		1.0		
C2cd3																										
Stk32b	0.0	0.0	1.0			1.0							0.0			1.0							0.0	1.0		0.0
Herc4																										
Svil			0.0	0.0		0.0	0.0	0.0				0.0		0.0	0.0		0.0		0.0	0.0				0.0	0.0	
Shroom2							1.0	1.0					0.0		1.0				0.0				0.0		1.0	
Phlpp2																							0.0			
Akr1c19	0.0	0.0	1.0			1.0	1.0	1.0					0.0		1.0	1.0		0.0	0.0	1.0		0.0	0.0	1.0	1.0	0.0
Nptx2		1.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0			0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Heatr5b											0.0						0.0						0.0			
Lefty2	0.0	0.0			0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N4bp2l1																1.0	0.0						0.0			0.0
Tst		1.0	0.0		1.0	0.0					1.0	0.0	0.0		0.0				0.0	0.0					0.0	
Ctu1											0.0															
Fam163a	0.0	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Fignl1					1.0			0.0																		
Klf4		1.0	0.0			0.0				1.0		0.0	0.0		0.0		0.0		0.0	0.0		1.0	0.0	0.0	0.0	
Ndrg2	1.0	1.0			1.0	0.0			1.0		1.0	0.0			0.0				0.0		1.0				0.0	
Socs4																										
Sgsm2																							0.0			
Blm																										
Gse1	0.0		1.0										1.0		0.0				1.0							0.0
Crls1																										
Tunar	0.0	0.0	0.0		0.0					0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0
Dcaf15																							0.0			
Irf2bp2											1.0															
Hectd1	1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0			1.0	1.0				1.0	1.0	
Chrm1	0.0	0.0	0.0	0.0	0.0	1.0				0.0	0.0		0.0	0.0	1.0		0.0	0.0	0.0			0.0	0.0			0.0
Tmem135																										
Depdc1b		0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
Atad2	1.0		0.0			0.0	0.0	0.0			0.0	0.0	1.0		0.0	0.0			0.0	0.0				0.0	0.0	
Nub1	0.0		1.0			1.0	1.0	1.0	1.0			1.0	0.0			1.0				1.0		1.0		1.0		
Map2k4							1.0	1.0								1.0										
Rexo2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0			1.0	1.0	1.0	1.0		1.0
Ppard			0.0			0.0					0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0	
Dbpht2	0.0		1.0			1.0	1.0	1.0			1.0		0.0		1.0				0.0	1.0	1.0		0.0	1.0	1.0	0.0
Kdm1b											0.0												0.0			
Nsun7	0.0		0.0		0.0	0.0				0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0
Ankrd27																										
Bard1	1.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0				0.0	0.0	
Nhsl1																		0.0					0.0			
Zfp442																	0.0						0.0			
Lrch1	0.0	0.0	0.0			0.0						0.0	0.0		0.0		0.0		0.0	0.0			0.0		0.0	
Lyrm5																										
Barx2	0.0	0.0	0.0		0.0	0.0			0.0	0.0		0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Ift122							1.0																0.0			
Bloc1s6		0.0				1.0	1.0	1.0	1.0			1.0			1.0	1.0								1.0		
Fhit	0.0	0.0	0.0		0.0	0.0						0.0	0.0		0.0		0.0		0.0	0.0			0.0		0.0	0.0
Pawr		0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0
Fbxo42																										
Ajuba	1.0		0.0			0.0	0.0	0.0				0.0		0.0	0.0	0.0			0.0	0.0	0.0	1.0	0.0	0.0	0.0	
Igfbp4										1.0								1.0				1.0				1.0
Abhd14a		1.0	1.0	1.0		1.0	1.0	1.0	1.0		1.0	1.0	0.0		1.0	1.0			0.0	1.0				1.0	1.0	
Rnf217																	0.0					0.0	0.0			
Tusc1		0.0										0.0			1.0		0.0	0.0	0.0				0.0	0.0		0.0
Syce2	1.0	0.0	0.0		1.0	0.0	1.0	1.0	1.0			1.0	1.0		0.0	1.0									0.0	
Sufu																										
March9										0.0												0.0	0.0			0.0
Atp6v1h	0.0		1.0	1.0		1.0	1.0	1.0	1.0			1.0			1.0	1.0			1.0	1.0				1.0	1.0	
Iqcb1																										
Capn10							1.0	1.0								1.0							0.0			
Hopx		1.0	0.0			0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0
Cebpb	1.0		0.0		0.0		0.0	0.0				0.0	0.0	0.0	0.0		0.0		0.0					0.0	0.0	
Mctp1	0.0	0.0	1.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	1.0	0.0	0.0	0.0			0.0
Fam111a	1.0	0.0									0.0	0.0	1.0						0.0						0.0	
Tns1			0.0	0.0		0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		1.0	0.0	0.0	0.0	
Ctdp1																										
Uck1							1.0	1.0	1.0							1.0										
Aldh16a1														0.0			0.0									
Hist1h4c		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0
Clstn2	0.0	0.0	1.0	1.0		1.0	1.0	1.0			0.0		0.0		1.0					1.0			0.0	1.0	1.0	0.0
Snx15	0.0		1.0			1.0	1.0	1.0	1.0			1.0			1.0	1.0				1.0				1.0		
Ctf1	1.0	1.0	0.0			0.0				0.0		0.0		0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	
Nudt3	0.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0			1.0			1.0	1.0			1.0	1.0				1.0	1.0	
Sft2d2			0.0	0.0		0.0	0.0	0.0				0.0		0.0	0.0	0.0	0.0		0.0	0.0				0.0	0.0	
Nfia	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0	1.0	1.0		1.0		
Aagab							1.0																			
Spsb2	0.0		0.0			0.0		0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0				0.0	0.0	
Arl10											0.0						0.0					0.0	0.0			0.0
Ogn	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	
Bak1										1.0													0.0			
Dnm3	0.0		1.0	1.0		1.0	1.0	1.0					0.0		1.0	1.0				1.0	1.0		0.0		1.0	
Pus10																										
Cenpu					1.0						0.0															
Thsd4		0.0	0.0	0.0		0.0					0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hspb11			1.0	1.0		1.0	1.0		1.0		1.0	1.0			1.0	1.0				1.0		1.0		1.0	1.0	
Phyh							1.0	1.0								1.0							0.0			
Nebl	0.0	1.0		0.0		1.0							0.0				0.0	0.0	0.0			0.0	0.0	1.0	0.0	0.0
Mbtps2																							0.0			
Sfmbt1																										
Tusc2		1.0	1.0	1.0		1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0				1.0	1.0			1.0	1.0	
Kcnq5	0.0	0.0	0.0		0.0	1.0				0.0	0.0	0.0	0.0	0.0	1.0		0.0	0.0	0.0		0.0		0.0	1.0		0.0
Senp1																										
Flot2	0.0			1.0		1.0	1.0	1.0	1.0		1.0		0.0		1.0	1.0										
Hdlbp								1.0	1.0													1.0				
Tmem159	0.0	0.0	0.0		0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0		0.0		0.0	0.0				0.0	0.0	
Mafk																										0.0
Sorcs1	0.0		0.0	0.0		0.0	1.0			0.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0		0.0	0.0			0.0
Hist1h2bc		1.0						1.0				1.0	0.0		1.0			1.0	0.0	0.0				1.0		
Brf2																										
Mrps18b							1.0	1.0	1.0						1.0	1.0			0.0	0.0						
Ptar1		0.0	0.0			0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0
Nfs1																										
Tfb1m		0.0	0.0			0.0		0.0			0.0	0.0		0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0	
Zbtb1																										
Pdlim1	1.0	0.0	0.0			0.0		0.0				0.0		0.0	0.0			0.0	0.0	0.0	0.0	1.0		0.0	0.0	
1700025G04Rik			1.0			1.0	1.0	1.0	1.0			1.0	0.0		1.0	1.0			1.0		1.0		0.0	1.0	1.0	
Nefl	0.0	0.0					1.0	1.0		0.0	0.0		0.0					0.0	0.0	1.0			0.0	1.0		
Rgl1														0.0								1.0	0.0			
Tmem200a	0.0	0.0			0.0							1.0	0.0		1.0		0.0	0.0	0.0				0.0	1.0		
Tdrd3																							0.0			
Fndc3a																										
